Date,Open,High,Low,Close,Adj Close,Volume
2022-08-17,303.396667,309.656677,300.033325,303.996674,303.996674,68765970
2022-08-18,306.000000,306.500000,301.853333,302.869995,302.869995,47500536
2022-08-19,299.000000,300.359985,292.500000,296.666656,296.666656,61395387
2022-08-22,291.913330,292.399994,286.296661,289.913330,289.913330,55843347
2022-08-23,291.453339,298.826630,287.923340,296.453339,296.453339,63985044
2022-08-24,297.563324,303.646667,296.500000,297.096680,297.096680,57259716
2022-08-25,302.359985,302.959991,291.600006,296.070007,296.070007,52742375
